Product Name,Colors,Pic Urls,Care Instructions
Short-sleeved sweater in mercerised cotton,"Dark Blue , Dark Red","https://images.hugoboss.com/is/image/boss/hbeu50452889_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Zip-neck sweater in organic cotton with contrast accents,"Blue , Pink , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50440712_438_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit stretch-twill trousers with elasticated waist,Black,"https://images.hugoboss.com/is/image/boss/hbeu50428117_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Tapered-fit trousers in pinstripe jersey with drawcord,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50434385_405_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Oversized-fit cotton-blend sweater with logo hemline,Black,"https://images.hugoboss.com/is/image/boss/hbeu50448326_001_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Tapered-fit trousers in jersey twill with drawcord,"Black , Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50423460_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit jacket in bi-stretch patterned fabric,Silver,"https://images.hugoboss.com/is/image/boss/hbeu50440927_047_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Tapered-fit trousers in jersey twill with drawcord,"Dark Grey , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50423460_010_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Double-breasted slim-fit jacket in structured wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50438540_410_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in checked fabric with virgin wool,Dark Brown,"https://images.hugoboss.com/is/image/boss/hbeu50438488_202_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in patterned stretch fabric,Black,"https://images.hugoboss.com/is/image/boss/hbeu50440339_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Single-breasted jacket with star motif and feature lining,Black,"https://images.hugoboss.com/is/image/boss/hbeu50446893_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Double-breasted oversized-fit suit in checked virgin wool,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50440000_016_170?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in cotton with linen,"Dark Blue , Light Beige","https://images.hugoboss.com/is/image/boss/hbeu50432881_402_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Extra-slim-fit suit in a wool blend,"Dark Blue , Blue , Light Brown , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50440762_405_170?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit packable suit in crease-resistant fabric,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50440152_410_170?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit three-piece suit in virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50440371_405_170?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Extra-slim-fit suit in a wool blend,"Blue , Dark Blue , Light Brown , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50440762_460_350?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit suit in virgin-wool serge,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50440140_405_170?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Easy-iron regular-fit shirt in micro-structured cotton,"Red , Turquoise , Light Brown","https://images.hugoboss.com/is/image/boss/hbeu50450866_627_100?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Slim-fit shirt in cotton-blend stretch poplin,"Red , Blue , Turquoise , Light Green , Green","https://images.hugoboss.com/is/image/boss/hbeu50440261_628_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Garment-washed slim-fit shirt in patterned dobby,"Light Blue , Blue","https://images.hugoboss.com/is/image/boss/hbeu50449144_489_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Easy-iron regular-fit shirt in micro-structured cotton,"Turquoise , Red , Light Brown","https://images.hugoboss.com/is/image/boss/hbeu50450866_448_100?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit shirt in easy-iron cotton poplin,"White , Light Blue","https://images.hugoboss.com/is/image/boss/hbeu50451093_100_100?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Relaxed-fit overshirt with camouflage and tile print,Blue Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50449614_489_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Regular-fit shirt with stripe and camouflage print,Blue Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50449775_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Linen-blend slim-fit shirt with contrast placket,White,"https://images.hugoboss.com/is/image/boss/hbeu50449982_199_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Garment-washed slim-fit shirt in patterned dobby,"Blue , Light Blue","https://images.hugoboss.com/is/image/boss/hbeu50449144_402_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Patterned slim-fit shirt in stretch linen,"White Patterned , Blue Patterned","https://images.hugoboss.com/is/image/boss/hbeu50450806_404_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit shirt in printed stretch cotton,Brown Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50454396_224_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit shirt in micro-printed cotton,Blue Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50450023_428_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton extra-slim-fit shirt with Japanese floral print,"White Patterned , Blue Patterned","https://images.hugoboss.com/is/image/boss/hbeu50450025_199_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shirt in easy-iron performance-stretch poplin,White,"https://images.hugoboss.com/is/image/boss/hbeu50409491_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Woven trousers 'Long Pant EW BM',"Open Blue , Open Blue , Open Blue , Dark Blue , Open Blue , Open Purple , Open Blue , Open Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50210443_478_21?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Woven trousers 'Long Pant EW BM',"Open Blue , Open Blue , Open Blue , Open Blue , Dark Blue , Open Purple , Open Blue , Open Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50210443_468_31?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Dressing gown with a hood 'Hooded Robe BM',"Black , Open Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50229132_001_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton extra-slim-fit shirt with Japanese floral print,"Blue Patterned , White Patterned","https://images.hugoboss.com/is/image/boss/hbeu50450025_198_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton blend bathrobe 'Shawl Collar BM',"Dark Blue , Open Grey , Grey","https://images.hugoboss.com/is/image/boss/hbeu50210641_410_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton blend bathrobe 'Shawl Collar BM',"Open Grey , Dark Blue , Grey","https://images.hugoboss.com/is/image/boss/hbeu50210641_062_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton blend bathrobe 'Shawl Collar BM',"Grey , Open Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/20_hbeu50210641_033_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Woven trousers 'Long Pant EW BM',"Open Blue , Open Blue , Open Blue , Dark Blue , Open Blue , Open Purple , Open Blue , Open Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50210443_495_21?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Woven trousers 'Long Pant EW BM',"Open Purple , Open Blue , Open Blue , Open Blue , Dark Blue , Open Blue , Open Blue , Open Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50210443_544_21?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Cotton pyjama set ´Set SS LP BM`,"Open Blue , Blue","https://images.hugoboss.com/is/image/boss/20_hbeu50210337_462_21?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Pyjama set 'Set Long Woven BM',"Dark Blue , Open Blue , Dark Grey , Open Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50210447_409_31?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Woven trousers 'Long Pant EW BM',"Open Grey , Open Blue , Open Blue , Open Blue , Dark Blue , Open Blue , Open Purple , Open Blue","https://images.hugoboss.com/is/image/boss/20_hbeu50210443_067_21?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Stretch-cotton pyjama T-shirt with cropped metallic logo,"Dark Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50420159_010_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Gift-boxed pyjama set in cotton with heat-seal logo,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50420208_022_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Kimono 'Kimono BM' in breathable cotton blend,"Dark Blue , White","https://images.hugoboss.com/is/image/boss/20_hbeu50241056_413_21?wid=462&qlt=80 , ","40°C mild wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Long-sleeved colour-block pyjama T-shirt in cotton-blend jersey,"Dark Red , Black","https://images.hugoboss.com/is/image/boss/hbeu50420156_608_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Raglan-sleeve pyjama T-shirt in stretch-cotton jersey,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50420225_468_340?wid=462&qlt=80 , ","60°C coloured wash , Do Not Bleach , Tumble Dry Medium Heat , Iron Medium Heat , Do not chemical dry clean , Professional wet clean"
Pyjama T-shirt in stretch cotton with heat-seal logo,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50420199_010_140?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Cuffed pyjama trousers in chevron-patterned brushed cotton,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50420226_427_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Cuffed-hem pyjama trousers with cropped-logo waistband,"Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50420167_403_360?wid=462&qlt=80 , ","60°C coloured wash , Do Not Bleach , Tumble Dry Medium Heat , Iron Medium Heat , Do not chemical dry clean , Professional wet clean"
Pyjama T-shirt in stretch cotton with new-season logo,White,"https://images.hugoboss.com/is/image/boss/hbeu50424962_100_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Two-pack of pyjama shorts in cotton poplin,Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50388963_470_341?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Cuffed-hem pyjama trousers with contrast waistband,"Dark Red , Black","https://images.hugoboss.com/is/image/boss/hbeu50420163_608_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Gift-boxed pyjama set in pure cotton,Black,"https://images.hugoboss.com/is/image/boss/hbeu50420224_025_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Gift-boxed pyjama set with contrast logo print,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50420235_427_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Two-pack of pyjama shorts with metallic-logo waistbands,"Dark Red , Red","https://images.hugoboss.com/is/image/boss/hbeu50420162_607_360?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Three-pack of pyjama shorts with logo waistbands,Black,"https://images.hugoboss.com/is/image/boss/hbeu50420171_462_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Melange-check pyjama shorts with logo waistband,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50420209_022_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Long-sleeved colour-block pyjama T-shirt in cotton-blend jersey,"Black , Dark Red","https://images.hugoboss.com/is/image/boss/hbeu50420156_001_360?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Logo-print pyjama T-shirt in stretch-cotton jersey,Black,"https://images.hugoboss.com/is/image/boss/hbeu50420215_001_140?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Logo-waistband pyjama bottoms in stretch modal,"Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50407660_033_140?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Mercerised-cotton sweater with FC Bayern Munich logo,Dark Red,"https://images.hugoboss.com/is/image/boss/hbeu50452890_608_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean"
Short-sleeved sweater in mercerised cotton,"Dark Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50452889_608_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck sweater in Italian cotton with logo embroidery,"Blue , Beige","https://images.hugoboss.com/is/image/boss/hbeu50450180_429_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Short-sleeved sweater in Ramie and cotton,"Dark Blue , Yellow","https://images.hugoboss.com/is/image/boss/hbeu50449960_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Organic-cotton knitted sweater with block structures,"Dark Blue , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50446983_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
